folder,bee_id,cue,P,U,dop,dop_strength,exit_angle_deg,inner_exit_angle_deg,path_len_cm,displacement_cm,straightness,mean_speed_cms,max_radius_cm
2024-11-21 17-37-21.R51.TB.P 1.8 U 1,R51,TB,1.8,1.0,0.1,strong,24.957228460762167,24.957228460762167,3947.684634667185,156.033816234815,0.03952540050048087,15.886194117647058,180.77017612648385
2024-11-21 17-42-39.R51.LR.P 1.8 U 1,R51,LR,1.8,1.0,0.1,strong,27.751093684122566,27.751093684122566,1980.8473170416303,75.93578657181342,0.03833500235910284,13.886287878787877,182.7665952472716
2024-11-21 17-46-55.R51.LR.P 2 U 1,R51,LR,2.0,1.0,0.1,strong,24.26363176992004,24.26363176992004,2395.3108987580354,156.58441665517037,0.065371228735426,10.8371107266436,180.93333479279045
2024-11-21 17-51-14.R51.TB.P 2 U 1,R51,TB,2.0,1.0,0.1,strong,24.389764687021795,24.389764687021795,1515.5817910164956,3.6011995612573364,0.0023761169358217375,14.441010526315791,178.48504649488146
2024-11-21 17-57-41.R51.TB.P 2.5 U 1,R51,TB,2.5,1.0,0.12,strong,25.7350491716212,25.7350491716212,2562.349214399784,153.35974224404524,0.05985122612569766,16.994672818791948,179.53296119977523
2024-11-21 18-06-32.R 51.LR.P 2.5 U 1,R51,LR,2.5,1.0,0.12,strong,22.551299944395907,22.551299944395907,1318.4696299239438,75.22111192078992,0.05705183510759294,14.909468599033815,166.19568744886251
2024-12-17 13-25-25.R79.TB.P 4.2 U 1,R79,TB,4.2,1.0,0.12,strong,24.499888907200557,24.499888907200557,9666.376510977694,158.64748522192215,0.016412301449436915,13.915275423728813,181.49672257988576
2024-12-17 13-46-51.R 96. TB P4.2 U 1,R96,TB,4.2,1.0,0.12,strong,4.968900151157186,4.968900151157186,16653.339172696564,25.9079422339946,0.0015557205654269696,14.093267454746952,182.07532601316416
2024-12-17 14-17-38.R 90. TB. P4.2 U1,R90,TB,4.2,1.0,0.12,strong,7.069798530946628,7.069798530946628,3818.500252784336,65.6171351797684,0.017184007027869735,15.963156089193824,179.82999771228384
2024-12-18 13-45-29.R79.P 8 U 1,R79,unknown,8.0,1.0,0.19,strong,16.336588191391968,16.336588191391968,2950.0634431509725,5.5108057704840245,0.0018680295785767627,9.123201422854603,180.2471694874569
2024-12-18 14-58-30.R 5.TB.P 8 U 1,R5,TB,8.0,1.0,0.19,strong,,19.25507778928386,3396.2073745336074,4.64483212613759,0.001367652682508957,7.559399409044192,32.67610009594169
2024-12-18 16-02-47.R 5.TB.P 3.5 U 1,R5,TB,3.5,1.0,0.14,strong,12.720035741261256,12.720035741261256,2396.550703888306,175.82010276074806,0.07336381511790553,12.294857673267328,181.00663512368823
2024-12-18 16-06-41.R 5.LR.P 3.5 U 1,R5,LR,3.5,1.0,0.14,strong,21.73312038003104,21.73312038003104,8662.537481651625,161.48173222070665,0.0186413891498589,8.139102261221735,180.52056869232382
